"Company Name","Funding Amount","Funding Date","Funding Type","Website","Industries","Location","Rank","Description","LinkedIn Status","Update People Search (Find people Table) - 2026-02-04T15:07:37.739Z","xAI / Get Website and LinkedIn URL","xAI / Website","xAI / LinkedIn URL","xAI / Qualify Company","xAI / Qualification Status"
"Highstock","$5,500,000","Feb 27, 2025","Seed","www.highstock.com/","FinTech, Information Technology, Marketplace","New York, New York, United States",25446,"Highstock serves as a private marketplace linking brands with unsold inventory to approved wholesale buyers worldwide.","View on LinkedIn\",,"Response","https://www.highstock.com","https://www.linkedin.com/company/highstock","Response","Qualified"
"Daash Intelligence","$5,500,000","Oct 18, 2024","Seed","www.daash.co","Artificial Intelligence (AI), Web Development","Miami, Florida, United States",25713,"Daash Intelligence believes that commerce intelligence is no longer a luxury for consumer brand owners, but rather a mission-critical asset.","View on LinkedIn\",,"Response","https://www.daash.co/","https://www.linkedin.com/company/daash-intelligence","Response","Qualified"
"Queen One","$5,500,000","Jul 24, 2025","Seed","www.queen.one","Information Technology, Software, Technical Support","New York, New York, United States",27538,"Queen One is creating ground-breaking technology that links brands with people and people with brands in far more meaningful ways.","View on LinkedIn\",,"Response","https://queen.one","https://www.linkedin.com/company/queenone","Response","Qualified"
"Sightline Climate","$5,500,000","Jan 27, 2025","Seed","www.sightlineclimate.com/","Business Intelligence, Marketplace, Market Research","Scarsdale, New York, United States",30164,"Sightline Climate clarifies climate tech expansion and deployment through data-driven insights and tactical intelligence.","View on LinkedIn\",,"Response","https://www.sightlineclimate.com","https://www.linkedin.com/company/ctvc","Response","Qualified"
"Parter","$5,500,000","Jul 7, 2025","Seed","parter.ai/","Artificial Intelligence (AI), Supply Chain Management","New York, New York, United States",42713,"Parter operates as an AI-native platform built for the real-world needs of electronics producers across R&D.","View on LinkedIn\",,"Response","https://parter.ai","https://www.linkedin.com/company/parter-ai","Response","Qualified"
"GovSignals","$5,499,999","Sep 24, 2024","Seed","www.govsignals.ai/","Artificial Intelligence (AI), Enterprise Software, GovTech","New York, New York, United States",15237,"The first AI platform to automate the full process of finding and bidding on government funding.","View on LinkedIn\",,"Response","https://govsignals.ai/","https://linkedin.com/company/govsignals","Response","Qualified"
"Agno","$5,404,992","Aug 29, 2024","Seed","agno.com","Artificial Intelligence (AI), Machine Learning, Software","New York, New York, United States",13271,"Agno is the fastest platform for multimodal agents","View on LinkedIn\",,"Response","https://agno.com","https://www.linkedin.com/company/agno-agi","Response","Qualified"
"Loopr AI","$5,400,000","Aug 8, 2025","Seed","www.loopr.ai","Artificial Intelligence (AI), Enterprise Software, Information Technology, Software","Bellevue, Washington, United States",9757,"Loopr offers AI visual inspection software that helps manufacturers detect defects and quality issues.","View on LinkedIn\",,"Response","https://loopr.ai","https://linkedin.com/company/loopr-ai","Response","Qualified"
"CAT Labs","$5,400,000","Dec 4, 2024","Seed","catlabs.io","Computer, Network Security","Miami, Florida, United States",13286,"CAT Labs is working on cybersecurity and digital asset recovery solutions.","View on LinkedIn\",,"Response","https://www.catlabs.io/","https://www.linkedin.com/company/cat-labs","Response","Qualified"
"Hummingbirds","$5,400,000","Oct 30, 2024","Seed","www.thehummingbirds.co/","SaaS","Des Moines, Iowa, United States",13482,"We're a SaaS-enabled marketplace that helps brands find & work with local content creators and influencers.","View on LinkedIn\",,"Response","https://www.hummingbirds.com","https://www.linkedin.com/company/meet-the-hummingbirds","Response","Qualified"
"Cloud Capital","$5,400,000","Apr 23, 2025","Seed","www.cloudcapital.co","Artificial Intelligence (AI), Cloud Management, FinTech, Software","Dover, Delaware, United States",15434,"Cloud Capital turns runaway cloud spend into predictable savings. Built for CFOs, trusted by CTOs.","View on LinkedIn\",,"Response","https://cloudcapital.co","https://linkedin.com/company/cloud-cap","Response","Qualified"
"Upwell Revenue Software","$5,352,493","Jan 28, 2025","Seed","–","Financial Services, Payments, Transaction Processing","Lincoln, Nebraska, United States",79841,"Upwell Revenue Software is a Developer of a payment processing system intended to solve payment issues.","–",,"Response","https://upwell.com","https://www.linkedin.com/company/freightbills","Response","Qualified"
"Vixiv","$5,325,000","Dec 17, 2024","Seed","www.vixiv.net/","Artificial Intelligence (AI), Information Technology, Manufacturing, Software","Cincinnati, Ohio, United States",34196,"Vixiv integrates advanced mathematics and artificial intelligence to build functionally graded meta-materials.","View on LinkedIn\",,"Response","https://www.vixiv.net","https://www.linkedin.com/company/vixiv-ai","Response","Qualified"
"Pavus AI","$5,300,000","Oct 9, 2025","Seed","www.pavus.ai/","Artificial Intelligence (AI), Machine Learning, SaaS","New York, New York, United States",24600,"Pavus provides AI driven procurement platform for workflows with real-time and predictive insights to make the right purchasing decisions.","View on LinkedIn\",,"Response","https://www.pavus.ai","https://www.linkedin.com/company/pavus-ai","Response","Qualified"
"Syntracts Inc.","$5,300,000","Oct 21, 2025","Seed","www.syntracts.co","Artificial Intelligence (AI), Consulting, Information Technology","Washington, District of Columbia, United States",47800,"Syntracts securely converts complex contracts into structured insights using privacy-first AI.","View on LinkedIn\",,"Response","https://www.syntracts.com/","https://www.linkedin.com/company/syntract","Response","Qualified"
"1up","$5,250,000","Jan 22, 2025","Seed","1up.ai","Software","New City, New York, United States",19482,"Answer sales questions, RFPs, and security questionnaires 10x faster with 1up.","View on LinkedIn\",,"Response","https://1up.ai/","https://www.linkedin.com/company/1up-ai","Response","Qualified"
"SOURCIX","$5,250,000","Sep 19, 2025","Seed","sourcixai.com","–","New Castle, Delaware, United States",45932,"The Procurement Workspace for Custom Mechanical Parts","View on LinkedIn\",,"Response","https://sourcixai.com","https://www.linkedin.com/company/sourcix/","Response","Qualified"
"SurePath AI","$5,200,000","Aug 23, 2024","Seed","surepath.ai","Artificial Intelligence (AI), Cyber Security, Productivity Tools, SaaS","Denver, Colorado, United States",8713,"SurePath AI is a SaaS platform that enables governance and management of any GenAI solutions.","View on LinkedIn\",,"Response","https://www.surepath.ai/","https://www.linkedin.com/company/surepath","Response","Qualified"
"Menos AI","$5,200,000","Aug 6, 2025","Seed","www.menosai.com/","Artificial Intelligence (AI), Asset Management, Business Development","Chandler, Arizona, United States",17000,"Menos AI develops AI-driven agentic workforces to optimize asset management, automate tasks, and analyze data.","View on LinkedIn\",,"Response","https://menosai.com","https://www.linkedin.com/company/menos-ai","Response","Qualified"
"Fermah","$5,200,000","Sep 9, 2024","Seed","www.fermah.xyz/","–","New York, New York, United States",41576,"Fermah is the universal proof generation layer","View on LinkedIn\",,"Response","https://fermah.xyz","https://www.linkedin.com/company/fermah","Response","Qualified"
"ArcSpan Technologies","$5,200,000","Jul 23, 2025","Seed","www.arcspan.com/","Advertising, Digital Media, Information Technology, Mobile Advertising, Sales Automation, Video Advertising","New York, New York, United States",42770,"ArcSpan Technologies is a B2B audience data technology company building an enterprise-class addressable audience data monetization platform.","View on LinkedIn\",,"Response","https://www.arcspan.com/","https://www.linkedin.com/company/arcspan","Response","Qualified"
"Bolto","$5,125,000","Mar 5, 2025","Seed","www.bolto.com","Artificial Intelligence (AI), B2B, Compliance, FinTech, Human Resources, SaaS","New York, New York, United States",17952,"AI HR platform that finds top global talent and simplifies onboarding, payroll, and compliance.","View on LinkedIn\",,"Response","https://bolto.com","https://www.linkedin.com/company/boltohq","Response","Qualified"
"Guardare","$5,100,000","Jun 9, 2025","Seed","www.guardare.com","Artificial Intelligence (AI), Cyber Security, Network Security","Clearwater, Florida, United States",12515,"Guardare is an AI-powered platform that automates complex cybersecurity tasks, provides actionable insights.","View on LinkedIn\",,"Response","https://www.guardare.com","https://www.linkedin.com/company/guardare","Response","Qualified"
"Keye","$5,000,000","Jul 29, 2025","Seed","www.keye.co","Artificial Intelligence (AI), Enterprise Applications, Finance, Information Technology","New York, New York, United States",989,"Keye is a proprietary AI system that accelerates and enhances due diligence for private market investors.","View on LinkedIn\",,"Response","https://keye.co","https://linkedin.com/company/keye","Response","Qualified"
"DigitalXForce","$5,000,000","Jan 1, 2026","Seed","digitalxforce.com","Cyber Security, SaaS","Southlake, Texas, United States",1717,"DigitalXForce is a cybersecurity company offering a platform for automated risk management and compliance.","View on LinkedIn\",,"Response","https://digitalxforce.com","https://www.linkedin.com/company/digitalxforce","Response","Qualified"
"Digs","$5,000,000","Nov 6, 2025","Seed","digs.com","Artificial Intelligence (AI), Construction, SaaS, Smart Building","Vancouver, Washington, United States",4836,"Digs is an AI-powered collaboration platform that streamlines pre-construction planning, document collaboration, and homeowner handover.","View on LinkedIn\",,"Response","https://digs.com","https://www.linkedin.com/company/digshq","Response","Qualified"
"Shield USDT","$5,000,000","Mar 25, 2025","Seed","www.getshield.xyz/","Banking, Blockchain, Cryptocurrency, Financial Exchanges, Financial Services, FinTech, Payments, Transaction Processing, Web3","Miami, Florida, United States",4960,"Shield specializes in B2B cross-border payments, cryptocurrency exchange services, and business accounts for payments.","View on LinkedIn\",,"Response","https://www.getshield.xyz/","https://www.linkedin.com/company/shield-xyz","Response","Qualified"
"Metal","$5,000,000","Sep 9, 2025","Seed","metal.ai","Artificial Intelligence (AI), Developer Platform, Information Technology, Machine Learning, Software","New York, New York, United States",5789,"Institutional Intelligence for Private Equity","View on LinkedIn\",,"Response","https://metal.ai","https://www.linkedin.com/company/getmetal","Response","Qualified"
"Opine","$5,000,000","Dec 9, 2025","Seed","tryopine.com/","Financial Exchanges, Software, Transaction Processing","Durham, North Carolina, United States",6398,"Opine helps to automate the pre-sales efforts for enterprise software transaction by removing the hassle of managing POCs.","View on LinkedIn\",,"Response","https://tryopine.com","https://www.linkedin.com/company/tryopine","Response","Qualified"
"Marvis","$5,000,000","Dec 29, 2024","Seed","hellomarvis.com/","Artificial Intelligence (AI), Generative AI, Industrial Automation, Marketing Automation, Sales Automation, Software","Delaware City, Delaware, United States",6483,"SAAS, Mobile App, AI, Automation","View on LinkedIn\",,"Response","https://hellomarvis.com/","https://www.linkedin.com/company/lumexa-ai","Response","Qualified"
"JotPsych","$5,000,000","Jul 29, 2025","Seed","www.jotpsych.com","Artificial Intelligence (AI), Document Preparation, Health Care, Therapeutics","Cleveland, Ohio, United States",6782,"JotPsych provides AI-driven medical documentation for behavioral health, focusing on accurate, HIPAA-compliant notes.","View on LinkedIn\",,"Response","https://www.jotpsych.com/","https://www.linkedin.com/company/jotpsych","Response","Qualified"
"Caddi","$5,000,000","Mar 5, 2025","Seed","www.trycaddi.com","FinTech, Legal Tech, Robotic Process Automation (RPA), Software","Seattle, Washington, United States",7095,"Caddi automates repetitive work for professional services with AI-driven \'93Automation by Demonstration.\'94 No code required.","View on LinkedIn\",,"Response","https://www.trycaddi.com","https://linkedin.com/company/caddiai","Response","Qualified"
"CVector","$5,000,000","Jan 26, 2026","Seed","www.cvector.com","Renewable Energy","New York, New York, United States",9989,"CVector connects live controls data from industrial sites with dynamic market signals.","View on LinkedIn\",,"Response","https://www.cvector.com","https://linkedin.com/company/cvector","Response","Qualified"
"Synquery","$5,000,000","May 1, 2025","Seed","www.synquery.ai/","Artificial Intelligence (AI), Information Services, Real Time","Boston, Massachusetts, United States",10820,"Synquery is a platform for connecting users with human expertise through real-time communication and AI-assisted tools.","View on LinkedIn\",,"Response","https://synquery.ai","https://www.linkedin.com/company/synquery","Response","Qualified"
"TripSuite","$5,000,000","Dec 19, 2024","Seed","www.tripsuite.com/","CRM, Information Technology, SaaS","Brooklyn, New York, United States",11069,"TripSuite is a venture-backed SaaS startup catering to travel agencies.","View on LinkedIn\",,"Response","https://tripsuite.com","https://www.linkedin.com/company/tripsuite","Response","Qualified"
"Infinity Loop","$5,000,000","Jun 18, 2025","Seed","www.infinityloop.ai","Artificial Intelligence (AI), Procurement, Software","New York, New York, United States",12991,"Infinity Loop is a artificial intelligence platform that automates deal reviews, provides procurement negotiation, and vendor insights.","View on LinkedIn\",,"Response","https://www.infinityloop.ai/","https://www.linkedin.com/company/infinity-loop-tech-inc","Response","Qualified"
"LizzyAI","$5,000,000","Dec 2, 2025","Seed","www.lizzy-ai.com","Human Resources, Information Technology, Recruiting, Software","New York, New York, United States",13500,"LizzyAI is a human-resources technology company that offers an AI-driven interviewing and candidate-assessment platform.","View on LinkedIn\",,"Response","https://lizzy-ai.com","https://www.linkedin.com/company/lizzy-ai","Response","Qualified"
"ControlTheory","$5,000,000","Apr 1, 2025","Seed","www.controltheory.com","Analytics, Cloud Computing, Information Technology, Software","Austin, Texas, United States",14821,"ControlTheory offers an observability control platform to help organizations manage and optimize their observability processes.","View on LinkedIn\",,"Response","https://www.controltheory.com","https://www.linkedin.com/company/controltheory","Response","Qualified"
"Cervo AI","$5,000,000","Jul 29, 2025","Seed","usecervo.com/","Artificial Intelligence (AI), Software","New York, New York, United States",15708,"Cervo delivers AI-driven automation tools tailored for global trade operations.","View on LinkedIn\",,"Response","https://usecervo.com","https://www.linkedin.com/company/use-cervo","Response","Qualified"
"Yuma AI","$5,000,000","Oct 30, 2024","Seed","yuma.ai","Artificial Intelligence (AI), Customer Service, E-Commerce, Generative AI, Software","New York, New York, United States",16521,"Yuma AI is a customer support automation company using generative AI to streamline and automate support services.","View on LinkedIn\",,"Response","https://yuma.ai","https://www.linkedin.com/company/yuma-ai","Response","Qualified"
"Nekuda.ai","$5,000,000","May 14, 2025","Seed","nekuda.ai","Artificial Intelligence (AI)","New York, New York, United States",16861,"Nekuda secure payments SDK that enables AI and software agents to autonomously make real online payments on behalf of users or businesses.","View on LinkedIn\",,"Response","https://nekuda.ai","https://linkedin.com/company/nekuda","Response","Qualified"
"Yield.xyz","$5,000,000","Jun 25, 2025","Seed","www.yield.xyz","Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Web3","New York, New York, United States",17342,"Yield.xyz is the all-in-one Web3 yield API. Staking, DeFi, stablecoins: full data access, plug-and-play UX, up to 2.8x more revenue.","View on LinkedIn\",,"Response","https://yield.xyz/","https://www.linkedin.com/company/yieldxyz","Response","Qualified"
"Bricklayer.ai","$5,000,000","Oct 22, 2025","Seed","www.bricklayer.ai","–","Arlington, Virginia, United States",18040,"Bricklayer AI is the first AI cybersecurity solution that allows autonomous AI professionals to collaborate with human expert.","View on LinkedIn\",,"Response","https://bricklayer.ai","https://www.linkedin.com/company/bricklayerai","Response","Qualified"
"Leta","$5,000,000","Mar 18, 2025","Seed","leta.ai","Software, Web Development","New Castle, Delaware, United States",19602,"Leta Technology is a logistics technology company that helps businesses move goods cheaper and faster.","View on LinkedIn\",,"Response","https://leta.ai","https://ke.linkedin.com/company/leta-ai","Response","Qualified"
"Genesis Computing","$5,000,000","Feb 26, 2025","Seed","genesiscomputing.ai","Artificial Intelligence (AI), Cloud Data Services, Software","New York, New York, United States",19735,"Genesis Computing delivers secure, autonomous AI workers to enterprises in the Snowflake Data Cloud through their Genbots Platform.","View on LinkedIn\",,"Response","https://genesiscomputing.ai","https://linkedin.com/company/genesisbot","Response","Qualified"
"Prosper AI","$5,000,000","Apr 16, 2025","Seed","www.getprosper.ai","Artificial Intelligence (AI), Health Care, Information Technology, SaaS","New York, New York, United States",19851,"AI Phone Agents for Healthcare Organizations.","View on LinkedIn\",,"Response","https://getprosper.ai","https://www.linkedin.com/company/prospertechnologies","Response","Qualified"
"Voiceops","$5,000,000","Mar 25, 2025","Seed","voiceops.com","Artificial Intelligence (AI), Software","New York, New York, United States",21206,"VoiceOps provides a conversation intelligence platform that focuses on coaching and training for sales teams.","View on LinkedIn\",,"Response","https://voiceops.com","https://www.linkedin.com/company/voiceops","Response","Qualified"
"Singulr AI","$5,000,000","Oct 25, 2024","Seed","singulrai.guru","Artificial Intelligence (AI), Information Technology, Software","Boston, Massachusetts, United States",22600,"Singulr AI is an AI-powered test automation platform for generating and maintaining tests across web and mobile apps.","–",,"Response","https://singulr.ai","https://www.linkedin.com/company/singulrai","Response","Qualified"
"Vega Health","$5,000,000","Oct 17, 2025","Seed","vegahealth.com","Artificial Intelligence (AI), Clinical Trials, Enterprise Applications, Enterprise Software, Health Care, Health Diagnostics, Machine Learning, Medical, Software","Durham, North Carolina, United States",24370,"Vega Health connects health systems with curated AI tools, offering evaluation, governance, deployment, and monitoring support.","View on LinkedIn\",,"Response","https://vegahealth.com","https://www.linkedin.com/company/vega-health","Response","Qualified"
"freightmate Ai","$5,000,000","Jan 30, 2025","Seed","www.freightmate.ai/","Logistics, Software, Supply Chain Management","Bellevue, Washington, United States",24449,"Empowering freight forwarders with automation","View on LinkedIn\",,"Response","https://www.freightmate.ai/","https://www.linkedin.com/company/freightmate-ai","Response","Qualified"
"Legion","$5,000,000","Aug 20, 2025","Seed","legion.cc/","Blockchain, Network Security, Web3","Virgin, Utah, United States",24538,"Legion is an investment management company that focuses on fundraising with regulatory compliance and investor accountability.","–",,"Response","https://legionsecurity.ai","https://www.linkedin.com/company/legion-security-ai","Response","Qualified"
"Pye Labs","$5,000,000","Dec 8, 2025","Seed","pye.fi/","–","New York, New York, United States",24691,"Pye Finance is a Web3 startup that builds a staking-market infrastructure on the Solana blockchain.","View on LinkedIn\",,"Response","https://pye.fi/","https://www.linkedin.com/company/pyelabs","Response","Qualified"
"Inco","$5,000,000","Apr 24, 2025","Seed","www.inco.org","Apps, Gaming, Mobile Apps","Manhattan, New York, United States",25459,"Inco develops a global confidentiality layer for Ethereum and other networks.","View on LinkedIn\",,"Response","https://www.inco.org/","https://www.linkedin.com/company/inco-network","Response","Qualified"
"Tailsight","$5,000,000","Mar 1, 2025","Seed","www.tailsight.ai/","Air Transportation, Artificial Intelligence (AI), Information Technology, Software","Austin, Texas, United States",27374,"Tailsight provides a digital platform that centralizes data for planners to manage schedules and resources.","View on LinkedIn\",,"Response","https://www.tailsight.ai/","https://www.linkedin.com/company/tailsight","Response","Qualified"
"Collide","$5,000,000","Apr 15, 2025","Seed","collide.io/","Oil and Gas","Houston, Texas, United States",27754,"Collide is a community for serious oil and gas professionals at any level of their careers.","View on LinkedIn\",,"Response","https://collide.io","https://linkedin.com/company/collide-digital-wildcatters","Response","Qualified"
"Rynse","$5,000,000","Jan 29, 2025","Seed","gorynse.com","Apps, Fleet Management, Software, Software Engineering","Philadelphia, Pennsylvania, United States",29395,"Rynse provides fleet management software with compliance tracking, expense management, and real-time data.","View on LinkedIn\",,"Response","https://gorynse.com","https://linkedin.com/company/rynseinc","Response","Qualified"
"Catena Clearing","$5,000,000","Sep 19, 2025","Seed","www.catenaclearing.io/","Software, Supply Chain Management","New York, New York, United States",29651,"The Plaid for Trucking","View on LinkedIn\",,"Response","https://catenaclearing.io","https://www.linkedin.com/company/catena-clearing","Response","Qualified"
"Affineon Health","$5,000,000","Feb 3, 2025","Seed","www.affineon.com","Artificial Intelligence (AI), Health Care, Office Administration, PaaS","Denver, Colorado, United States",30306,"Healthcare is an AI inbox platform that automates administrative tasks for healthcare providers.","View on LinkedIn\",,"Response","https://www.affineon.com","https://www.linkedin.com/company/affineon","Response","Qualified"
"AminoChain","$5,000,000","Sep 25, 2024","Seed","aminochain.io","Blockchain, Health Care, Health Diagnostics","New York, New York, United States",30489,"AminoChain focuses on tokenizing stem cells, a form of regenerative therapy, and creating incentives for donors to participate.","View on LinkedIn\",,"Response","https://aminochain.io","https://www.linkedin.com/company/aminochain","Response","Qualified"
"Monda","$5,000,000","Sep 3, 2024","Seed","www.monda.ai","Artificial Intelligence (AI), B2B, Data Management, Information Services, SaaS, Software","Dover, Delaware, United States",30820,"The all-in-one data monetization platform.","View on LinkedIn\",,"Response","https://monda.ai","https://linkedin.com/company/mondalabs","Response","Qualified"
"Appy.AI","$5,000,000","Oct 7, 2025","Seed","appy.ai/","Artificial Intelligence (AI), Software","Miami, Florida, United States",31005,"Appy.AI platform enables anyone to build complete AI businesses through natural conversation without coding.","View on LinkedIn\",,"Response","https://appy.ai","https://linkedin.com/company/appyai","Response","Qualified"
"CueZen","$5,000,000","May 7, 2025","Seed","www.cuezen.com","Generative AI, Health Care","Seattle, Washington, United States",31689,"CueZen - A Personalization Engine for Health. Large Generative AI-based Rec Sys to transform care outcomes while reducing costs.","View on LinkedIn\",,"Response","https://cuezen.com","https://www.linkedin.com/company/cuezen","Response","Qualified"
"Supertrace","$5,000,000","Jan 30, 2025","Seed","www.supertrace.ai","Artificial Intelligence (AI), Information Technology, Software","New York, New York, United States",32150,"Supertrace builds AI network engineer.","View on LinkedIn\",,"Response","https://supertrace.ai","https://www.linkedin.com/company/supertraceai","Response","Qualified"
"Tetrix","$5,000,000","Sep 26, 2024","Seed","www.tetrix.co/","Artificial Intelligence (AI), Information Technology","New York, New York, United States",32727,"Tetrix offers an enterprise solution that utilizes cutting-edge AI technology to convert chaotic and complex alternative investment data.","View on LinkedIn\",,"Response","https://tetrix.co","https://www.linkedin.com/company/tetrixinc","Response","Qualified"
"Tuva Health","$5,000,000","Dec 12, 2024","Seed","tuvahealth.com","Consulting, Health Care, Information Technology, Software","Salt Lake City, Utah, United States",36791,"Tuva Health develops open source software to clean and convert unstructured healthcare data.","View on LinkedIn\",,"Response","https://tuvahealth.com","https://www.linkedin.com/company/tuva-health","Response","Qualified"
"OnboardAI","$5,000,000","Nov 20, 2025","Seed","www.on-board.ai/","Analytics, Artificial Intelligence (AI), Software","Brooklyn, New York, United States",37582,"Onboard AI is a software company specializing in AI governance and compliance tools for healthcare organizations.","View on LinkedIn\",,"Response","https://on-board.ai","https://linkedin.com/company/on-boardai","Response","Qualified"
"Spektion","$5,000,000","Apr 8, 2025","Seed","www.spektion.com/company","Network Security, Risk Management, Software","Dripping Springs, Texas, United States",40268,"Spektion recognized that software vulnerability management was essentially reactive and flawed founded","View on LinkedIn\",,"Response","https://www.spektion.com/","https://www.linkedin.com/company/spektion","Response","Qualified"
"Neutreeno","$5,000,000","Oct 2, 2024","Seed","www.neutreeno.com","Biotechnology, Environmental Consulting, Industrial","Cambridge, Massachusetts, United States",41741,"Neutreeno is a deep tech spinout from the University of Cambridge that engineers an intelligent decarbonization system.","View on LinkedIn\",,"Response","https://www.neutreeno.com/","https://www.linkedin.com/company/neutreeno","Response","Qualified"
"AcquisitionAI","$5,000,000","Jul 22, 2025","Seed","acquisitionai.com","Artificial Intelligence (AI), Assisted Living, Assistive Technology, Software","Wilmington, Delaware, United States",42687,"AcquisitionAI provides AI-powered voice agents tailored for senior living and long-term care facilities.","–",,"Response","https://acquisitionai.com","https://www.linkedin.com/company/acquisition-ai","Response","Qualified"
"Aircon","$5,000,000","Jun 30, 2025","Seed","www.airconai.com/","Air Transportation, Supply Chain Management","Flower Mound, Texas, United States",44764,"AirCon is the first gateway-as-a-service in the air cargo industry.","View on LinkedIn\",,"Response","https://aircon.ai","https://www.linkedin.com/company/airconai","Response","Qualified"
"Icite","$5,000,000","Feb 24, 2025","Seed","icite.io/","–","Houston, Texas, United States",54809,"Identity security, made intelligent.","View on LinkedIn\",,"Response","https://www.icite.io","https://www.linkedin.com/company/icite","Response","Qualified"
"Populus Health Technologies","$5,000,000","Nov 12, 2024","Seed","www.populushealthtech.com","Digital Media, Health Care, Software","Princeton, New Jersey, United States",62273,"Populus empowers healthcare and pharma brands to engage and activate consumers within their digital patient journeys","View on LinkedIn\",,"Response","https://populushealthtech.com","https://www.linkedin.com/company/populusmedia","Response","Qualified"
"Reframe Technologies","$5,000,000","Sep 23, 2024","Seed","www.reframetech.com/","Software","New York, New York, United States",78482,"Building an 'Organized Work Environment' that brings applications, people, and the right information together. It's how work should work.","View on LinkedIn\",,"Response","https://reframetech.com","https://www.linkedin.com/company/reframe-tech","Response","Qualified"
"Audivi AI","$4,991,783","Aug 27, 2025","Seed","audivi.ai/","Artificial Intelligence (AI), SaaS, Software","Milford, Ohio, United States",52727,"Audivi AI is a tech company that offers drive through voice automation service for QSR industry.","View on LinkedIn\",,"Response","https://audivi.ai","https://www.linkedin.com/company/audivi-ai","Response","Qualified"
"SymmetRE","$4,977,744","Feb 19, 2025","Seed","symmetre.com/","PropTech, Real Estate, Software","Chicago, Illinois, United States",44686,"symmetRE is an upcoming Real Estate software solution.","View on LinkedIn\",,"Response","https://symmetre.com/","https://www.linkedin.com/company/symmetre/","Response","Qualified"
"BQP","$4,900,000","Jul 17, 2025","Seed","www.bqpsim.com/","Aerospace, Quantum Computing, Software, Space Travel","Syracuse, New York, United States",4653,"BQP is enabling real-time Digital Twin with quantum algorithms for mission-critical industries","View on LinkedIn\",,"Response","https://www.bqpsim.com/","https://www.linkedin.com/company/bosonq-psi","Response","Qualified"
"DataJoint","$4,900,000","Sep 30, 2025","Seed","datajoint.com","Analytics, Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning","Houston, Texas, United States",11211,"DataJoint makes science reproducible -- and productive. Our platform operates computational pipelines and automates data governance.","View on LinkedIn\",,"Response","https://datajoint.com","https://www.linkedin.com/company/datajoint","Response","Qualified"
"Pay-i","$4,900,000","May 21, 2025","Seed","pay-i.com","Apps, Artificial Intelligence (AI), FinTech, Software","Redmond, Washington, United States",27833,"Pay-i is a technology company.","View on LinkedIn\",,"Response","https://pay-i.com","https://linkedin.com/company/pay-i","Response","Qualified"
"Nitric","$4,875,220","Jun 30, 2025","Seed","nitric.io","Cloud Computing, Cloud Infrastructure, Developer Tools, Information Technology, Software","Boulder, Colorado, United States",41614,"Tools to accelerate cloud development and deployment","View on LinkedIn\",,"Response","https://nitric.io","https://www.linkedin.com/company/nitrictech","Response","Qualified"
"PromptLayer","$4,800,000","Feb 7, 2025","Seed","www.promptlayer.com","Software","New York, New York, United States",14784,"The first dev platform for prompt engineering. Based in NYC.","–",,"Response","https://www.promptlayer.com","https://www.linkedin.com/company/promptlayer","Response","Qualified"
"Verdico AI","$4,800,000","Aug 2, 2025","Seed","verdicoai.com/","Artificial Intelligence (AI), Compliance, Contact Management, Legal Tech, SaaS","Milwaukee, Wisconsin, United States",16703,"AI contract management platform for drafting, risk detection, workflow automation, and compliance monitoring.","–",,"Response","https://www.verdicoai.com","https://www.linkedin.com/company/verdico-ai","Response","Qualified"
"Synply","$4,800,000","Oct 21, 2024","Seed","synply.io/","Finance, Software","Wilmington, North Carolina, United States",51770,"Synply offers users a simplified, intuitive tool to centralize the entire process of syndicated lending and portfolio management.","View on LinkedIn\",,"Response","https://synply.io","https://linkedin.com/company/synply","Response","Qualified"
"Live Aware Labs","$4,800,000","Oct 16, 2024","Seed","www.liveaware.io","–","Seattle, Washington, United States",62417,"Live Aware is a pioneering technology company at the forefront of game development insights and community feedback management.","View on LinkedIn\",,"Response","https://liveaware.io","https://linkedin.com/company/liveawarelabs","Response","Qualified"
"Silicon Data","$4,700,000","Mar 20, 2025","Seed","www.silicondata.com","Financial Services","New York, New York, United States",9267,"Silicon Data is a market\uc0\u8209 intelligence platform that provides critical compute and GPU pricing data, performance benchmarks.","View on LinkedIn\",,"Response","https://www.silicondata.com","https://linkedin.com/company/silicon-data","Response","Qualified"
"Helios Artificial Intelligence","$4,700,000","Sep 22, 2025","Seed","www.helios.sc","AgTech, Artificial Intelligence (AI), Software","Arlington, Virginia, United States",14446,"Identify agricultural supply chain disruptions before they happen with the Helios AI platform","View on LinkedIn\",,"Response","https://www.helios.sc/","https://www.linkedin.com/company/helios-sc","Response","Qualified"
"Trially","$4,700,000","Sep 16, 2025","Seed","www.trially.ai/","Artificial Intelligence (AI), Clinical Trials, Data Integration, Health Care, Machine Learning, Pharmaceutical","Kansas City, Missouri, United States",17989,"Trially\'ae is the first AI-native platform that matches, engages & enrolls patients with ~95% accuracy at breakthrough speed.","View on LinkedIn\",,"Response","https://trially.ai","https://linkedin.com/company/trially","Response","Qualified"
"Grotto AI","$4,687,988","Jul 25, 2025","Seed","www.grotto.ai/","Artificial Intelligence (AI), Finance, Information Technology, Internet","New York, New York, United States",22032,"Grotto AI is an IT and Internet firm offering AI based tool for leasing and renewals.","View on LinkedIn\",,"Response","https://grotto.ai","https://www.linkedin.com/company/grottoai","Response","Qualified"
